id,name,price,quantity,discount,priority,productType,type,imageUrl,description,createdAt,updatedAt,code
cmdp2rogm000cvw2g98vvoqi5,"	LEVADURA BE-134 SAFALE X 11,5 GRS.",5003,"11,5 grs",No,2,Ingrediente,Levadura,https://res.cloudinary.com/drh0qrube/image/upload/v1753387869/LEVADURA_BE-134_SAFALE_X_11_5_GRS_zvkqfx.jpg,"Tipo Ale. De alta atenuación y floculación lenta, se utiliza para las saisson, session, estilos de abadía, entre otras.",2025-07-29 21:54:45.527,2025-08-08 20:18:55.244,173	
cmdp2v3tn000dvw2gh4e3l9g1,"LEVADURA BE-256 SAFBREW X 11,5 GR",6612,"11,5 grs",No,2,Ingrediente,Levadura,https://res.cloudinary.com/drh0qrube/image/upload/v1753826221/LEVADURA_BE-256_SAFBREW_X_11_5_GR_nu7fjq.jpg,"Tipo ale. De alta atenuación y floculación rápida, se utiliza para estilos belgas bien alcohólicos. También se usa para estilos como IPA, Triple, Porter, ambar y brown,entre otros.",2025-07-29 21:57:25.222,2025-08-08 20:18:55.244,175
cmdp2xfss000evw2ghoift44w,"LEVADURA K-97 X 11,5 GRS.",4273,"11,5 grs",No,2,Ingrediente,Levadura,https://res.cloudinary.com/drh0qrube/image/upload/v1753826341/LEVADURA_K-97_X_11_5_GRS_y2zwqa.jpg,"De tipo ale Alemana. Atenuación alta, floculación lenta y gravedad final alta. Para estilos Barley wine, trigo blanche, sasion, session, triple.",2025-07-29 21:59:14.236,2025-08-08 20:18:55.244,185
cmdp30bvt000fvw2grdo6gm49,"LEVADURA S-04 X 11,5 GRS.",6677,"11,5 grs",No,4,Ingrediente,Levadura,https://res.cloudinary.com/drh0qrube/image/upload/v1754773080/levadura_04_mqbilf.png,"Levadura English Ale, perfil de fermentación rápido. Notas afrutadas y florales bien equilibradas. Debido a su poder de floculación, tiende a producir cervezas con mayor claridad. Ideal para una amplia gama de ales americanas e inglesas incluidas las cervezas muy lupuladas y está especialmente adaptada a las cervezas acondicionadas en barril y a las fermentadas en tanques cilindro-cónicos.",2025-07-29 22:01:29.129,2025-08-09 21:02:32.24,193
cmdp333et000gvw2grqm2s0z2,"LEVADURA S-23 LAGER X 11,5 GRS",5844,"11,5 grs",No,2,Ingrediente,Levadura,https://res.cloudinary.com/drh0qrube/image/upload/v1753826608/LEVADURA_S-23_LAGER_X_11_5_GRS_avcjm9.jpg,Levadura alemana para fermentación baja. Recomendada para la producción de lagers más afrutadas y con presencia de ésteres. Su perfil confiere a las cervezas una buena persistencia en boca.,2025-07-29 22:03:37.926,2025-08-08 20:18:55.244,195	
cmdp365ji000hvw2g6m7tkoq1,"LEVADURA S-33 SAFBREW X 11,5 GRS.",3332,"11,5 grs",No,2,Ingrediente,Levadura,https://res.cloudinary.com/drh0qrube/image/upload/v1753826746/LEVADURA_S-33_SAFBREW_X_11_5_GRS_jcibyf.jpg,"Cepa con notas afrutadas, aporta una sensación en boca y cuerpo intensos a la cerveza. Ideal para cervezas belgas (estilos Rubia, Dubbel, Tripel, Quadrupel) y cervezas inglesas fuertes (ej. Stouts Imperiales). También es ideal para las IPAs de Nueva Inglaterra. Levadura con sedimentación media: no forma grumos sino una neblina pulverulenta cuando se resuspende en la cerveza.",2025-07-29 22:06:00.846,2025-08-08 20:18:55.244,197
cmdp392ht000ivw2gv6cub3ho,"LEVADURA T-58 SAFBREW X 11,5 GRS.",2877,"11,5 grs",No,2,Ingrediente,Levadura,https://res.cloudinary.com/drh0qrube/image/upload/v1753826884/LEVADURA_T-58_SAFBREW_X_11_5_GRS_eoh6nq.jpg,"De fermentación tipo Ale. Sirve para diferentes estilos como cervezas de abadía ya que produce fenoles frutados y florales. También sirve para estilos belgas y alemanes de trigo. Cepa especialmente seleccionada por el desarrollo de aromas especiados como clavo de olor y ésteres como banana, a veces apimentado. Levadura con buena sedimentación, no forma agregados y en cambio sí produce una turbidez pulverulenta cuando se re-suspende en la cerveza.",2025-07-29 22:08:16.865,2025-08-08 20:18:55.244,204
cmdp3cdwr000jvw2g027jorih,"LEVADURA US-05 X 11,5 GRS",7070,"11,5 grs",No,4,Ingrediente,Levadura,https://res.cloudinary.com/drh0qrube/image/upload/v1754773080/levadura_05_pcyhfv.png,"De fermentación tipo Ale. Sirve para estilos americanos o cuando se desee aromas neutros a levadura. Levadura ale americana, que produce cervezas bien balanceadas, con baja concentración de diacetilo y un paladar final limpio y fresco. Forma una capa superficial y se caracteriza por permanecer en suspensión durante la fermentación. El rango de temperatura ideal para fermentar (según la web de Fermentis) es de 18°c a 28°c.",2025-07-29 22:10:51.627,2025-08-09 21:02:32.24,207
cmdp3ekjj000kvw2gmxc8w8bt,"LEVADURA W34/70 LAGER X 11,5 GRS",6676,"11,5 grs",No,2,Ingrediente,Levadura,https://res.cloudinary.com/drh0qrube/image/upload/v1753827143/LEVADURA-W34_70-LAGER-X-11_5-GRS_nnxvla.jpg,"Tipo lager para cervezas con aromas frutales y florales. Floculación rápida y alta atenuación; Se recomienda para la elaboración de estilos tales como Pils, Bock,Doppel bock, vienna,etc..",2025-07-29 22:12:33.536,2025-08-08 20:18:55.244,213
cmdp3ox5n000lvw2ga7ves3el,PASTILLAS CARBONATADORAS,2228,250 grs,No,1,Ingrediente,Ingrediente,https://res.cloudinary.com/drh0qrube/image/upload/v1753827255/PASTILLAS_CARBONATADORAS_docjkt.jpg,Pastillas Carbonatadoras o Pastillas de azúcar para Carbonatar Cerveza. El paquete rinde aproximadamente para carbonatar alrededor de 40 litros de cerveza.,2025-07-29 22:20:36.444,2025-08-08 20:18:55.244,497
cmdp3s8ac000mvw2geq3vv8ec,PHMETRO PORTATIL DIGITAL SIMPLE USO,36305,1,No,2,Insumo,Instrumento,https://res.cloudinary.com/drh0qrube/image/upload/v1753827777/PHMETRO_PORTATIL_DIGITAL_SIMPLE_USO_3_lgmjwg.jpg,"Medidor de PH digital con resolución +/- 0,1 unidades para controlar el Ph de agua, maceración, mosto y cerveza.",2025-07-29 22:23:10.836,2025-08-08 18:53:46.564,500
cmdp3vrld000nvw2gp8p6ma3v,PININA CERVEZA OKCIDENTA DOBLE IPA KO BOTELLA 355,4071,355 ml,No,2,Cerveza,IPA,https://res.cloudinary.com/drh0qrube/image/upload/v1753827939/PININA_CERVEZA_OKCIDENTA_DOBLE_IPA_KO_BOTELLA_355_h0b6ad.jpg,Cerveza de color cobrizo y cremosa espuma blanca. Presentan intensos lúpulos norteamericanos. Cuenta con un cuerpo robusto con presencia de calor alcohólico y 80 IBUs de amargor pero es sorprendentemente tomable por su buen balance de maltas y su final seco.,2025-07-29 22:25:55.825,2025-07-29 22:23:13.852,652
cmdp3z6fd000ovw2g84atnewq,PININA CERVEZA OKCIDENTA HONEY LA JONY BOTELLA 355,2944,355 ml,No,2,Cerveza,Honey,https://res.cloudinary.com/drh0qrube/image/upload/v1753828078/PININA_CERVEZA_OKCIDENTA_HONEY_LA_JONY_BOTELLA_355_ttjeqi.jpg,"Honey Ale elaborada con la cantidad perfecta de miel de abeja Santafesina, rica en aromas florales y de tenue dulzor, que le provee el balance ideal a esta refrescante cerveza.",2025-07-29 22:28:35.017,2025-07-29 22:25:57.98,648
cmdp420fh000pvw2gw8l0ofrt,PININA CERVEZA OKCIDENTA IPA 449 BOTELLA 355,3725,355 ml,No,2,Cerveza,IPA,https://res.cloudinary.com/drh0qrube/image/upload/v1753828227/PININA_CERVEZA_OKCIDENTA_IPA_449_BOTELLA_355_o2wqr3.jpg,Cerveza de color dorado intenso y espuma blanca persistente. Tiene un cuerpo muy robusto y es intensamente lupulada con las mejores variedades de lúpulo del Noroeste de EEUU que le proveen un amargor limpio y final seco.,2025-07-29 22:30:47.214,2025-07-29 22:28:39.756,651
cmdp45yyn000qvw2g2vxiujah,PININA CERVEZA OKCIDENTA AMBER VIEJO ZORRO BOTELLA 355.,3199,355 ml,No,2,Cerveza,Amber,https://res.cloudinary.com/drh0qrube/image/upload/v1753828395/PININA_CERVEZA_OKCIDENTA_AMBER_VIEJO_ZORRO_BOTELLA_355._rtcbvz.jpg,"Amber Ale Americana, caracterizada por su pronunciada maltosidad. El intenso color rojo y su espuma blanca abren el camino a un aroma a frutos secos, notas perfumadas a maltas acarameladas y un muy leve tostado.",2025-07-29 22:33:51.935,2025-07-29 22:31:35.556,649
cmdp48tp4000rvw2gb5xuz2es,PININA CERVEZA OKCIDENTA RE RUSSIAN IMP STOUT BOTELLA 355,3725,355 ml,No,2,Cerveza,Stout,https://res.cloudinary.com/drh0qrube/image/upload/v1753828552/PININA_CERVEZA_OKCIDENTA_RE_RUSSIAN_IMP_STOUT_BOTELLA_355_wbg6yf.jpg,"Profundo color negro que firmemente sostiene una persistente y cremosa espuma color canela. Se percibe un gran cuerpo, agradablemente cremoso; importante presencia de sabores tostados de controlada acidez y que suavizan e integran sensaciones a nuez y cacao, continuando aún más delicada hacia un final seco.",2025-07-29 22:36:05.08,2025-07-29 22:33:54.076,654
cmdp4cymx000svw2gnlq965a3,PROBETA PLASTICA,7213,1,No,2,Insumo,Instrumento,https://res.cloudinary.com/drh0qrube/image/upload/v1753828724/PROBETA_PLASTICA_1_a4ztsb.jpg,Instrumento necesario para tomar muestras de mosto o cerveza y realizar la medición de densidad.,2025-07-29 22:39:18.105,2025-08-08 18:53:46.564,513
cmdp4hhzs000tvw2g05swoy13,TAPAS CORONA LISAS PLATEADAS X 100 UNIDADES,7837,100,No,2,Insumo,Envase,https://res.cloudinary.com/drh0qrube/image/upload/v1753828941/TAPAS_CORONA_LISAS_PLATEADAS_X_100_UNIDADES_xkvn8c.jpg,Tapas corona para botellas de cerveza. Medida estándar de 26 mm.,2025-07-29 22:42:49.816,2025-07-29 22:39:19.739,590
cmdp4k1vu000uvw2gd8c5ltm0,TAPON DE GOMA CONICO MEDIANO,1118,1,No,1,Insumo,Envase,https://res.cloudinary.com/drh0qrube/image/upload/v1753829070/TAPON_DE_GOMA_CONICO_MEDIANO_uwrtpa.jpg,"Tapón cónico de Goma mediano, con orificio, utilizado para instalar una Trampa de Aire o Airlock en algún recipiente.",2025-07-29 22:44:48.907,2025-07-29 22:42:51.467,596
cmdp4q7hf000vvw2gc5nm919s,TERMOMETRO ACERO INOXIDABLE 0-100ºC - WINTER,99530,1,No,1,Insumo,Instrumento,https://res.cloudinary.com/drh0qrube/image/upload/v1753829361/TERMOMETRO_ACERO_INOXIDABLE_0-100%C2%BAC_-_WINTER_2_tz15m7.jpg,Termómetro de Acero Inoxidable para ser colocado en las ollas de acero y aluminio con el objetivo de tener un mejor control de la temperatura. Escala de 0 - 100 ° C. Rosca de 1/2″.,2025-07-29 22:49:36.099,2025-08-08 18:53:46.564,599
cmdp4xhz1000wvw2gukuqmbf0,TERMOMETRO ADHESIVO RANGO 14ºC - 32ºC,3116,1,No,1,Insumo,Instrumento,https://res.cloudinary.com/drh0qrube/image/upload/v1753829702/TERMOMETRO_ADHESIVO_RANGO_14%C2%BAC_-_32%C2%BAC_2_tok3md.jpg,Termómetro Adhesivo para medir la temperatura en Fermentadores o cualquier tipo de recipiente plástico.,2025-07-29 22:55:16.286,2025-08-08 18:53:46.564,601
cmdp512ph000xvw2gfwmbp4si,TERMOMETRO FLOTANTE 0-110C,10040,1,No,1,Insumo,Instrumento,https://res.cloudinary.com/drh0qrube/image/upload/v1753829858/TERMOMETRO_FLOTANTE_0-110C_dzfbbg.jpg,Termómetro Flotante 0 -110ºc de excelente calidad e ideal para tomar mediciones al sumergirlo en agua o mostos.,2025-07-29 22:58:03.126,2025-08-08 18:53:46.564,604
cmdp53n99000yvw2gsm7jmwex,TERMOMETRO VIDRIO 0 - 110C	,4763,1,No,2,Insumo,Instrumento,https://res.cloudinary.com/drh0qrube/image/upload/v1753829992/TERMOMETRO_VIDRIO_0_-_110C_4_comgdu.jpg,Termómetro de vidrio con alcohol (no posee mercurio) que se utiliza en una escala de 0 a 110° C.,2025-07-29 23:00:03.069,2025-08-08 18:53:46.564,605
cmdp56d35000zvw2g7lsgpu2m,TRAMPA DE AIRE - AIRLOCK - MOD. CLASICO,4405,1,No,1,Insumo,Elemento,https://res.cloudinary.com/drh0qrube/image/upload/v1753830116/TRAMPA_DE_AIRE_-_AIRLOCK_-_MOD._CLASICO_1_ecuihy.jpg,Dispositivo para impedir la entrada de aire al fermentador pero que permite la salida de anhidrido carbónico de la fermentación.,2025-07-29 23:02:09.857,2025-07-29 23:00:05.337,606
cmdp58j9p0010vw2govf64u1z,TRAMPA DE AIRE -AIRLOCK- MOD. BURBUJA ITALY,4416,1,No,1,Insumo,Elemento,https://res.cloudinary.com/drh0qrube/image/upload/v1753830217/TRAMPA_DE_AIRE_-AIRLOCK-_MOD._BURBUJA_ITALY_1_s3p0wo.jpg,Dispositivo para impedir la entrada de aire al fermentador pero que permite la salida de anhidrido carbónico de la fermentación.,2025-07-29 23:03:51.181,2025-07-29 23:02:11.625,609	
cmduv5e630000vwq4wbjly3df,ABRAZADERA PLASTICA 11/13,384,1,No,0,Insumo,Elemento,no-imagen,"Abrazadera plástica de cierre perfecto y fácil de usar, reutilizable. Anticorrosiva, atóxica, soportan altas temperaturas y altas presiones.",2025-08-02 23:08:05.5,2025-08-02 22:37:51.667,770
cmduve0t50001vwq40ngnfpn0,ABRAZADERA PLASTICA 19/21,384,1,No,0,Insumo,Elemento,no-imagen,"Abrazadera plástica de cierre perfecto y fácil de usar, reutilizable. Anticorrosiva, atóxica, soportan altas temperaturas y altas presiones.",2025-08-02 23:14:48.09,2025-08-02 23:12:55.555,771
cmduvftt90002vwq4rz4oc58z,ABRAZADERA PLASTICA 21/23,439,1,No,0,Insumo,Elemento,no-imagen,"Abrazadera plástica de cierre perfecto y fácil de usar, reutilizable. Anticorrosiva, atóxica, soportan altas temperaturas y altas presiones.",2025-08-02 23:16:12.334,2025-08-02 23:14:50.38,772
cmduvhkzj0003vwq4zcj4tw6v,ABRAZADERA PLASTICA 25/27	,439,1,No,0,Insumo,Elemento,no-imagen,"Abrazadera plástica de cierre perfecto y fácil de usar, reutilizable. Anticorrosiva, atóxica, soportan altas temperaturas y altas presiones.",2025-08-02 23:17:34.207,2025-08-02 23:16:15.938,773
cmduviz490004vwq4pm9l4dcg,ABRAZADERA PLASTICA 9/11	,384,1,No,0,Insumo,Elemento,no-imagen,"Abrazadera plástica de cierre perfecto y fácil de usar, reutilizable. Anticorrosiva, atóxica, soportan altas temperaturas y altas presiones.",2025-08-02 23:18:39.177,2025-08-02 23:18:58.862,769
cmduvnqqi0005vwq4pim6wk0y,ACIDO CITRICO X 100 GRS.,820,100 grs,No,0,Ingrediente,Ingrediente,no-imagen,El ácido cítrico es utilizado para controlar el Ph de maceración en la elaboración de cerveza.,2025-08-02 23:22:21.594,2025-08-08 20:18:55.244,4
cmduwg1l80006vwq4r4pnv4i2,ACIDO FOSFORICO X 250 CM3,7776,250 cm3,No,0,Ingrediente,Ingrediente,no-imagen,El ácido fosfòrico es utilizado para controlar el Ph de maceración en la elaboración de cerveza.,2025-08-02 23:44:22.028,2025-08-08 20:18:55.244,5
cmduwib040007vwq4xmmw10m1,ACIDO LACTICO X 250 CM3,7550,250 cm3,No,0,Ingrediente,Ingrediente,no-imagen,El ácido láctico es utilizado para controlar el Ph de maceración en la elaboración de cerveza.,2025-08-02 23:46:07.54,2025-08-08 20:18:55.244,7
cmduwk4kw0008vwq4bicujvwk,ACOPLE RAPIDO (RECTO) ROSCA H 1/2 TUBO 3/8,3815,1,No,0,Insumo,Elemento,no-imagen,"Conector Rápido para manguera. Excelente calidad, muy útiles, prácticos y fáciles de usar. No requiere abrazadera. Ideales para la conexión de choperas, tanto para gas como para líquido.",2025-08-02 23:47:32.529,2025-08-02 23:46:14.23,764
cmduwm3rp0009vwq4w8vn7fdj,ACOPLE RAPIDO (RECTO) ROSCA H 5/8 TUBO 3/8,3815,1,No,0,Insumo,Elemento,no-imagen,"Conector Rápido para manguera. Excelente calidad, muy útiles, prácticos y fáciles de usar. No requiere abrazadera. Ideales para la conexión de choperas, tanto para gas como para líquido.",2025-08-02 23:49:04.789,2025-08-02 23:47:35.083,765
cmduwo9vj000avwq4mp665vo6,ACOPLE RAPIDO HEMBRA DE 1/2 - ROSCA HEMBRA,8819,1,No,0,Insumo,Elemento,no-imagen,Acople Rápido Hembra de 1/2 Rosca Hembra para conectar mangueras a ollas o tanques de cocción.,2025-08-02 23:50:46.015,2025-08-02 23:49:06.443,9
cmduwpnap000bvwq4xu0jkbnu,ACOPLE RAPIDO HEMBRA DE 3/4 - ROSCA HEMBRA,8819,1,No,0,Insumo,Elemento,no-imagen,Acople rápido hembra de 3/4″ con rosca hembra para conectar mangueras a ollas o tanques de cocción.,2025-08-02 23:51:50.065,2025-08-02 23:51:01.611,11
cmduwr66f000cvwq48jm8lfwq,ACOPLE RAPIDO MACHO DE 1/2 - ROSCA HEMBRA,4074,1,No,0,Insumo,Elemento,no-imagen,Acople rápido plástico de 1/2 con rosca hembra. Para conectar de forma más simple las mangueras a las ollas o tanque de cocción,2025-08-02 23:53:01.191,2025-08-02 23:51:58.387,14
cmduwshn8000dvwq4z67it0rn,ACOPLE RAPIDO MACHO DE 3/4 - ROSCA HEMBRA,3367,1,No,0,Insumo,Elemento,no-imagen,Acople rápido plástico de 3/4 con rosca hembra. Para conectar de forma más simple las mangueras a las ollas o tanque de cocción,2025-08-02 23:54:02.708,2025-08-02 23:53:09.603,16
cmdv05fu4000evwq4dosi417d,ACOPLE RAPIDO MACHO DE 3/4 - ROSCA MACHO,3367,1,No,0,Insumo,Elemento,no-imagen,Acople rápido macho de 3/4 construido en plástico de excelente calidad con rosca macho. Para conectar de forma más simple las mangueras a las ollas.,2025-08-03 01:28:05.74,2025-08-03 01:27:11.631,17
cmdv0849j000fvwq4u7olbz84,ALCOHOLIMETRO IMPORTADO,13406,1,No,0,Insumo,Instrumento,no-imagen,"Instrumento utilizado para medir la cantidad de alcohol existente en cualquier líquido. Es importante aclarar que sirve para medir alcohol en liquidos con densidad cercanas a 1000, por lo que no funcionará para bebidas que tienen agregados de almibar o azúcar.",2025-08-03 01:30:10.712,2025-08-08 18:53:46.564,744
cmdv0nggd000gvwq4v4wpham8,AZUCAR CERVECERA DEXTROSA CERELOSE 020020,2721,1,No,0,Ingrediente,Ingrediente,no-imagen,Azucar de maíz fermentable.,2025-08-03 01:42:06.35,2025-08-08 20:18:55.244,23
cmdv0v565000hvwq44qtbt4ua,BALDE FERMENTADOR MACERADOR 10LT,12027,1,No,0,Insumo,Elemento,no-imagen,Excelente para los que están aprendiendo o para hacer pruebas a menor escala.,2025-08-03 01:48:04.973,2025-08-03 01:46:38.064,722
cmdv11ub0000ivwq4q39etrbr,BARRIL PET BALL LOCK 10 L.,32630,1,No,0,Insumo,Envase,no-imagen,"Barril pet tipo cornelius de 10 litros para conectores ball lock. NUNCA REMOVER EL CABEZAL CUANDO EL BARRIL ESTÁ PRESURIZADO. Usos recomendados: Barril / Carbonatación / Chopera para cerveza, gin, fernet, campari, etc.",2025-08-03 01:53:17.485,2025-08-03 01:58:46.751,25
cmdv13d5h000jvwq4gyu1lmd2,BARRIL PET BALL LOCK 5 L.,28816,1,No,0,Insumo,Envase,no-imagen,"Barril pet tipo cornelius de 5 litros para conectores ball lock. NUNCA REMOVER EL CABEZAL CUANDO EL BARRIL ESTÁ PRESURIZADO. Usos recomendados: Barril / Carbonatación / Chopera para cerveza, gin, fernet, campari, etc.",2025-08-03 01:54:28.566,2025-08-03 01:58:46.751,26
cmdv18wib000kvwq4ey9s16op,BIDON PET 10 LITROS,12011,1,No,0,Insumo,Envase,no-imagen,"Bidón PET de 10lt, material 100% virgen de primer uso NO reciclado, de gran calidad y certificado para uso alimentario.",2025-08-03 01:58:46.751,2025-08-03 01:54:35.983,633
cmdv1cf8p000lvwq4qf78jsuf,BIDON PET 5 LITROS,9064,1,No,0,Insumo,Envase,no-imagen,"Bidón PET de 5lt, material 100% virgen de primer uso NO reciclado, de gran calidad y certificado para uso alimentario.",2025-08-03 02:01:31.177,2025-08-03 02:00:15.735,634
cmdv1dsbi000mvwq4ll0g8uxb,BOCHA CIP PLASTICA DE 38MM	,12069,1,No,0,Insumo,Limpieza,no-imagen,Bocha CIP Plástica para limpieza y sanitización de tu equipo. Sirve para el lavado de distintas partes de tu equipo cervecero. Se utiliza habitualmente con bomba para que el sanitizante y/ limpiador salga con la presión necesaria. Es la medida justa para lavar los barriles.,2025-08-03 02:02:34.782,2025-08-08 19:18:53.027,29
cmdv1g50b000nvwq4p7cym2c0,BOLSA MACERADORA - HASTA 7 KG DE MALTA,7332,1,No,0,Insumo,Elemento,no-imagen,Bolsa de lienzo para utilizar en la maceración. Se incorpora el grano molido en su interior y la bolsa permite el filtrado del mosto.,2025-08-03 02:04:24.54,2025-08-03 02:02:40.159,33
cmdv1hu0e000ovwq47ildprrp,BOMBA TOTALMAQ 30 W. (CON CARCASA),64527,1,No,0,Insumo,Elemento,no-imagen,"Bomba trasvase pequeños volúmenes, conexiòn 3/4, potencia 30w, caudal 1300L/h, corriente 220v.",2025-08-03 02:05:43.598,2025-08-03 02:04:32.279,636
cmdv1lem2000pvwq4pgt8hknz,BOTELLA 355 VIDRIO,784,1,No,0,Insumo,Envase,no-imagen,"Color ambar, diámetro de tapa de 26mm. Las tapas no vienen incluidas.",2025-08-03 02:08:30.266,2025-08-03 02:05:51.84,735
cmdv1mu80000qvwq4uud86kmv,BOTELLA 355 VIDRIO X12 UNIDADES,9413,12,No,0,Insumo,Envase,no-imagen,"Color ambar, diámetro de tapa de 26mm. Las tapas no vienen incluidas.",2025-08-03 02:09:37.153,2025-08-03 02:08:32.288,734
cmdv1qzgj000rvwq4hoh2jhls,BOTELLA PET 0.5 LITROS,789,1,No,0,Insumo,Envase,no-imagen,Botellas plásticas reutilizables.,2025-08-03 02:12:50.563,2025-08-03 02:10:42.431,700
cmdv1sb74000svwq49k4wd01z,BOTELLA PET 1 LITRO,1081,1,No,0,Insumo,Envase,no-imagen,Botellas plásticas reutilizables,2025-08-03 02:13:52.432,2025-08-03 02:12:58.887,676
cmdv1xg02000uvwq4tr465uxv,BOTELLA PET 2 LITROS,1066,1,No,0,Insumo,Envase,no-imagen,Botellas plásticas reutilizables.,2025-08-03 02:17:51.939,2025-08-03 02:16:09.785,725
cmdv1zvt1000vvwq49vnrw05l,"BUFFER PH 4,00 - 250 CM3",10876,250 cm3,No,0,Insumo,Elemento,no-imagen,Solución Buffer para calibrar pHmetros digitales.,2025-08-03 02:19:45.733,2025-08-03 02:17:54.28,35
