id,name,price,quantity,discount,priority,productType,type,imageUrl,description,createdAt,updatedAt,code,stock
cmdp45yyn000qvw2g2vxiujah,PININA CERVEZA OKCIDENTA AMBER VIEJO ZORRO BOTELLA 355.,4242,355 ml,No,1,Cerveza,Amber,no-imagen,"Amber Ale Americana, caracterizada por su pronunciada maltosidad. El intenso color rojo y su espuma blanca abren el camino a un aroma a frutos secos, notas perfumadas a maltas acarameladas y un muy leve tostado.",2025-07-29 22:33:51.935,2026-01-05 22:43:04.412,649,8
cmdp48tp4000rvw2gb5xuz2es,PININA CERVEZA OKCIDENTA RE RUSSIAN IMP STOUT BOTELLA 355,4940,355 ml,No,1,Cerveza,Stout,no-imagen,"Profundo color negro que firmemente sostiene una persistente y cremosa espuma color canela. Se percibe un gran cuerpo, agradablemente cremoso; importante presencia de sabores tostados de controlada acidez y que suavizan e integran sensaciones a nuez y cacao, continuando aún más delicada hacia un final seco.",2025-07-29 22:36:05.08,2026-01-05 22:43:05.918,654,6
cmdp4cymx000svw2gnlq965a3,PROBETA PLASTICA,7985,1,No,2,Insumo,Instrumento,https://res.cloudinary.com/drh0qrube/image/upload/v1760558616/Probeta-Pl%C3%A1stica-_i7qzna.jpg,Instrumento necesario para tomar muestras de mosto o cerveza y realizar la medición de densidad.,2025-07-29 22:39:18.105,2026-01-05 22:43:06.922,513,8
cmdp4hhzs000tvw2g05swoy13,TAPAS CORONA LISAS PLATEADAS X 100 UNIDADES,10341,100,No,2,Insumo,Envase,https://res.cloudinary.com/drh0qrube/image/upload/v1753828941/TAPAS_CORONA_LISAS_PLATEADAS_X_100_UNIDADES_xkvn8c.jpg,Tapas corona para botellas de cerveza. Medida estándar de 26 mm.,2025-07-29 22:42:49.816,2026-01-05 22:43:21.705,590,0
cmdp4k1vu000uvw2gd8c5ltm0,TAPON DE GOMA CONICO MEDIANO,1279,1,No,1,Insumo,Envase,https://res.cloudinary.com/dx5i98ab2/image/upload/v1761157811/Tap%C3%B3n-de-Goma-C%C3%B3nico-grande.-Alto3.5cm_-cabeza3.5cm_-punta2.6cm-_rulc5j.jpg,"Tapón cónico de Goma mediano, con orificio, utilizado para instalar una Trampa de Aire o Airlock en algún recipiente.",2025-07-29 22:44:48.907,2026-01-05 22:43:24.216,596,20
cmdp4q7hf000vvw2gc5nm919s,TERMOMETRO ACERO INOXIDABLE 0-100ºC - WINTER,110183,1,No,1,Insumo,Instrumento,https://res.cloudinary.com/drh0qrube/image/upload/v1760558670/Term%C3%B3metro-de-Acero-Inoxidable-0-100%C2%BA-Winter-_uylbbo.jpg,Termómetro de Acero Inoxidable para ser colocado en las ollas de acero y aluminio con el objetivo de tener un mejor control de la temperatura. Escala de 0 - 100 ° C. Rosca de 1/2″.,2025-07-29 22:49:36.099,2026-01-05 22:43:24.718,599,1
cmdp4xhz1000wvw2gukuqmbf0,TERMOMETRO ADHESIVO RANGO 14ºC - 32ºC,3450,1,No,1,Insumo,Instrumento,https://res.cloudinary.com/drh0qrube/image/upload/v1760558670/Term%C3%B3metro-Adhesivo-_hyz9xx.jpg,Termómetro Adhesivo para medir la temperatura en Fermentadores o cualquier tipo de recipiente plástico.,2025-07-29 22:55:16.286,2026-01-05 22:43:25.221,601,14
cmdp512ph000xvw2gfwmbp4si,TERMOMETRO FLOTANTE 0-110C,13918,1,No,0,Insumo,Instrumento,no-imagen,Termómetro Flotante 0 -110ºc de excelente calidad e ideal para tomar mediciones al sumergirlo en agua o mostos.,2025-07-29 22:58:03.126,2026-01-05 22:43:25.723,604,4
cmdp53n99000yvw2gsm7jmwex,TERMOMETRO VIDRIO 0 - 110C	,6152,1,No,2,Insumo,Instrumento,https://res.cloudinary.com/drh0qrube/image/upload/v1753829992/TERMOMETRO_VIDRIO_0_-_110C_4_comgdu.jpg,Termómetro de vidrio con alcohol (no posee mercurio) que se utiliza en una escala de 0 a 110° C.,2025-07-29 23:00:03.069,2026-01-05 22:43:26.226,605,18
cmdp56d35000zvw2g7lsgpu2m,TRAMPA DE AIRE - AIRLOCK - MOD. CLASICO,5459,1,No,1,Insumo,Elemento,https://res.cloudinary.com/drh0qrube/image/upload/v1760558675/Airlock_Trampa_de_Aire._Modelo_Cl%C3%A1sico_htzup5.jpg,Dispositivo para impedir la entrada de aire al fermentador pero que permite la salida de anhidrido carbónico de la fermentación.,2025-07-29 23:02:09.857,2026-01-05 22:43:26.729,606,15
cmdp58j9p0010vw2govf64u1z,TRAMPA DE AIRE -AIRLOCK- MOD. BURBUJA ITALY,4889,1,No,1,Insumo,Elemento,https://res.cloudinary.com/drh0qrube/image/upload/v1760558674/Airlock_Trampa_de_Aire._Modelo_Burbuja_dvipnc.jpg,Dispositivo para impedir la entrada de aire al fermentador pero que permite la salida de anhidrido carbónico de la fermentación.,2025-07-29 23:03:51.181,2025-12-16 01:10:08.889,609	,15
cmduv5e630000vwq4wbjly3df,ABRAZADERA PLASTICA 11/13,427,1,No,1,Insumo,Elemento,https://res.cloudinary.com/dx5i98ab2/image/upload/v1761157702/Abrazadera-Pl%C3%A1stica.-9-11_-11-13_-19-21_-21-23_-25-27-_pa99oe.jpg,"Abrazadera plástica de cierre perfecto y fácil de usar, reutilizable. Anticorrosiva, atóxica, soportan altas temperaturas y altas presiones.",2025-08-02 23:08:05.5,2026-01-05 22:41:15.529,770,261
cmduve0t50001vwq40ngnfpn0,ABRAZADERA PLASTICA 19/21,427,1,No,1,Insumo,Elemento,https://res.cloudinary.com/dx5i98ab2/image/upload/v1761157702/Abrazadera-Pl%C3%A1stica.-9-11_-11-13_-19-21_-21-23_-25-27-_pa99oe.jpg,"Abrazadera plástica de cierre perfecto y fácil de usar, reutilizable. Anticorrosiva, atóxica, soportan altas temperaturas y altas presiones.",2025-08-02 23:14:48.09,2026-01-05 22:41:16.223,771,21
cmduvftt90002vwq4rz4oc58z,ABRAZADERA PLASTICA 21/23,488,1,No,1,Insumo,Elemento,https://res.cloudinary.com/dx5i98ab2/image/upload/v1761157702/Abrazadera-Pl%C3%A1stica.-9-11_-11-13_-19-21_-21-23_-25-27-_pa99oe.jpg,"Abrazadera plástica de cierre perfecto y fácil de usar, reutilizable. Anticorrosiva, atóxica, soportan altas temperaturas y altas presiones.",2025-08-02 23:16:12.334,2026-01-05 22:41:16.726,772,22
cmduvhkzj0003vwq4zcj4tw6v,ABRAZADERA PLASTICA 25/27	,488,1,No,1,Insumo,Elemento,https://res.cloudinary.com/dx5i98ab2/image/upload/v1761157702/Abrazadera-Pl%C3%A1stica.-9-11_-11-13_-19-21_-21-23_-25-27-_pa99oe.jpg,"Abrazadera plástica de cierre perfecto y fácil de usar, reutilizable. Anticorrosiva, atóxica, soportan altas temperaturas y altas presiones.",2025-08-02 23:17:34.207,2026-01-05 22:41:17.228,773,16
cmduviz490004vwq4pm9l4dcg,ABRAZADERA PLASTICA 9/11	,427,1,No,1,Insumo,Elemento,https://res.cloudinary.com/dx5i98ab2/image/upload/v1761157702/Abrazadera-Pl%C3%A1stica.-9-11_-11-13_-19-21_-21-23_-25-27-_pa99oe.jpg,"Abrazadera plástica de cierre perfecto y fácil de usar, reutilizable. Anticorrosiva, atóxica, soportan altas temperaturas y altas presiones.",2025-08-02 23:18:39.177,2026-01-05 22:41:17.731,769,470
cmduvnqqi0005vwq4pim6wk0y,ACIDO CITRICO X 100 GRS.,1509,100 grs,No,1,Ingrediente,Ingrediente,https://res.cloudinary.com/dx5i98ab2/image/upload/v1761157703/%C3%81cido_C%C3%ADtrico_100gr_cxchqj.jpg,El ácido cítrico es utilizado para controlar el Ph de maceración en la elaboración de cerveza.,2025-08-02 23:22:21.594,2026-01-05 22:41:18.238,4,48
cmduwg1l80006vwq4r4pnv4i2,ACIDO FOSFORICO X 250 CM3,8627,250 cm3,No,1,Ingrediente,Ingrediente,https://res.cloudinary.com/dx5i98ab2/image/upload/v1761157703/%C3%81cido_Fosf%C3%B3rico_250cm3_fcuxvr.jpg,El ácido fosfòrico es utilizado para controlar el Ph de maceración en la elaboración de cerveza.,2025-08-02 23:44:22.028,2026-01-05 22:41:18.743,5,4
cmduwib040007vwq4xmmw10m1,ACIDO LACTICO X 250 CM3,8377,250 cm3,No,1,Ingrediente,Ingrediente,https://res.cloudinary.com/dx5i98ab2/image/upload/v1761157702/%C3%81cido_L%C3%A1ctico_250cm3_n4p0n3.jpg,El ácido láctico es utilizado para controlar el Ph de maceración en la elaboración de cerveza.,2025-08-02 23:46:07.54,2026-01-05 22:41:19.245,7,3
cmduwk4kw0008vwq4bicujvwk,ACOPLE RAPIDO (RECTO) ROSCA H 1/2 TUBO 3/8,5172,1,No,1,Insumo,Elemento,no-imagen,"Conector Rápido para manguera. Excelente calidad, muy útiles, prácticos y fáciles de usar. No requiere abrazadera. Ideales para la conexión de choperas, tanto para gas como para líquido.",2025-08-02 23:47:32.529,2026-01-05 22:41:19.749,764,1
cmduwm3rp0009vwq4w8vn7fdj,ACOPLE RAPIDO (RECTO) ROSCA H 5/8 TUBO 3/8,5172,1,No,1,Insumo,Elemento,no-imagen,"Conector Rápido para manguera. Excelente calidad, muy útiles, prácticos y fáciles de usar. No requiere abrazadera. Ideales para la conexión de choperas, tanto para gas como para líquido.",2025-08-02 23:49:04.789,2026-01-05 22:41:20.251,765,1
cmduwo9vj000avwq4mp665vo6,ACOPLE RAPIDO HEMBRA DE 1/2 - ROSCA HEMBRA,9762,1,No,1,Insumo,Elemento,no-imagen,Acople Rápido Hembra de 1/2 Rosca Hembra para conectar mangueras a ollas o tanques de cocción.,2025-08-02 23:50:46.015,2026-01-05 22:41:20.753,9,1
cmduwpnap000bvwq4xu0jkbnu,ACOPLE RAPIDO HEMBRA DE 3/4 - ROSCA HEMBRA,9762,1,No,1,Insumo,Elemento,https://res.cloudinary.com/dx5i98ab2/image/upload/v1761157703/Acople_R%C3%A1pido_Hembra_de_3-8_Rosca_Hembra_ag9527.jpg,Acople rápido hembra de 3/4″ con rosca hembra para conectar mangueras a ollas o tanques de cocción.,2025-08-02 23:51:50.065,2026-01-05 22:41:21.257,11,4
cmduwr66f000cvwq48jm8lfwq,ACOPLE RAPIDO MACHO DE 1/2 - ROSCA HEMBRA,4510,1,No,1,Insumo,Elemento,https://res.cloudinary.com/drh0qrube/image/upload/v1760558673/Acople_R%C3%A1pido_Macho_de_1-2_Rosca_Hembra_lw1rtr.jpg,Acople rápido plástico de 1/2 con rosca hembra. Para conectar de forma más simple las mangueras a las ollas o tanque de cocción,2025-08-02 23:53:01.191,2026-01-05 22:41:21.764,14,5
cmduwshn8000dvwq4z67it0rn,ACOPLE RAPIDO MACHO DE 3/4 - ROSCA HEMBRA,3727,1,No,1,Insumo,Elemento,no-imagen,Acople rápido plástico de 3/4 con rosca hembra. Para conectar de forma más simple las mangueras a las ollas o tanque de cocción,2025-08-02 23:54:02.708,2026-01-05 22:41:22.767,16,1
cmdv05fu4000evwq4dosi417d,ACOPLE RAPIDO MACHO DE 1/2 - ROSCA MACHO,3727,1,No,1,Insumo,Elemento,https://res.cloudinary.com/dx5i98ab2/image/upload/v1761157704/Acople_R%C3%A1pido_Macho_de_1-2_Rosca_Macho_wfnd32.jpg,Acople rápido macho de 3/4 construido en plástico de excelente calidad con rosca macho. Para conectar de forma más simple las mangueras a las ollas.,2025-08-03 01:28:05.74,2026-01-05 22:41:22.265,17,1
cmdv0849j000fvwq4u7olbz84,ALCOHOLIMETRO IMPORTADO,14841,1,No,1,Insumo,Instrumento,no-imagen,"Instrumento utilizado para medir la cantidad de alcohol existente en cualquier líquido. Es importante aclarar que sirve para medir alcohol en liquidos con densidad cercanas a 1000, por lo que no funcionará para bebidas que tienen agregados de almibar o azúcar.",2025-08-03 01:30:10.712,2026-01-05 22:41:24.27,744,1
cmdv0nggd000gvwq4v4wpham8,AZUCAR CERVECERA DEXTROSA CERELOSE 020020,5400,1,No,1,Ingrediente,Ingrediente,https://res.cloudinary.com/drh0qrube/image/upload/v1760558674/Az%C3%BAcar_Cervecera_Dextrosa_Cerelose_020020_swggd4.jpg,Azucar de maíz fermentable.,2025-08-03 01:42:06.35,2026-01-05 22:41:24.771,23,12
cmdv0v565000hvwq44qtbt4ua,BALDE FERMENTADOR MACERADOR 10LT,13314,1,No,1,Insumo,Elemento,no-imagen,Excelente para los que están aprendiendo o para hacer pruebas a menor escala.,2025-08-03 01:48:04.973,2026-01-05 22:41:25.273,722,9
cmdv11ub0000ivwq4q39etrbr,BARRIL PET BALL LOCK 10 L.,36122,1,No,1,Insumo,Envase,no-imagen,"Barril pet tipo cornelius de 10 litros para conectores ball lock. NUNCA REMOVER EL CABEZAL CUANDO EL BARRIL ESTÁ PRESURIZADO. Usos recomendados: Barril / Carbonatación / Chopera para cerveza, gin, fernet, campari, etc.",2025-08-03 01:53:17.485,2026-01-05 22:41:25.775,25,1
cmdv13d5h000jvwq4gyu1lmd2,BARRIL PET BALL LOCK 5 L.,31900,1,No,1,Insumo,Envase,no-imagen,"Barril pet tipo cornelius de 5 litros para conectores ball lock. NUNCA REMOVER EL CABEZAL CUANDO EL BARRIL ESTÁ PRESURIZADO. Usos recomendados: Barril / Carbonatación / Chopera para cerveza, gin, fernet, campari, etc.",2025-08-03 01:54:28.566,2026-01-05 22:41:26.277,26,2
cmdv18wib000kvwq4ey9s16op,BIDON PET 10 LITROS,13296,1,No,1,Insumo,Envase,https://res.cloudinary.com/drh0qrube/image/upload/v1760558675/Bid%C3%B3n_PET_10lt_con_Tapa_wzkn16.jpg,"Bidón PET de 10lt, material 100% virgen de primer uso NO reciclado, de gran calidad y certificado para uso alimentario.",2025-08-03 01:58:46.751,2026-01-05 22:41:26.783,633,1
cmdv1cf8p000lvwq4qf78jsuf,BIDON PET 5 LITROS,10034,1,No,1,Insumo,Envase,no-imagen,"Bidón PET de 5lt, material 100% virgen de primer uso NO reciclado, de gran calidad y certificado para uso alimentario.",2025-08-03 02:01:31.177,2026-01-05 22:41:27.286,634,1
cmdv1dsbi000mvwq4ll0g8uxb,BOCHA CIP PLASTICA DE 38MM	,13361,1,No,1,Insumo,Limpieza,no-imagen,Bocha CIP Plástica para limpieza y sanitización de tu equipo. Sirve para el lavado de distintas partes de tu equipo cervecero. Se utiliza habitualmente con bomba para que el sanitizante y/ limpiador salga con la presión necesaria. Es la medida justa para lavar los barriles.,2025-08-03 02:02:34.782,2026-01-05 22:41:27.788,29,1
cmdv1g50b000nvwq4p7cym2c0,BOLSA MACERADORA - HASTA 7 KG DE MALTA,8116,1,No,1,Insumo,Elemento,no-imagen,Bolsa de lienzo para utilizar en la maceración. Se incorpora el grano molido en su interior y la bolsa permite el filtrado del mosto.,2025-08-03 02:04:24.54,2025-12-16 01:10:08.889,33,1
cmdv1hu0e000ovwq47ildprrp,BOMBA TOTALMAQ 30 W. (CON CARCASA),71433,1,No,1,Insumo,Elemento,no-imagen,"Bomba trasvase pequeños volúmenes, conexiòn 3/4, potencia 30w, caudal 1300L/h, corriente 220v.",2025-08-03 02:05:43.598,2026-01-05 22:41:28.29,636,4
cmdv1lem2000pvwq4pgt8hknz,BOTELLA 355 VIDRIO,868,1,No,1,Insumo,Envase,no-imagen,"Color ambar, diámetro de tapa de 26mm. Las tapas no vienen incluidas.",2025-08-03 02:08:30.266,2026-01-05 22:41:28.792,735,3
cmdv1mu80000qvwq4uud86kmv,BOTELLA 355 VIDRIO X12 UNIDADES,10420,12,No,1,Insumo,Envase,no-imagen,"Color ambar, diámetro de tapa de 26mm. Las tapas no vienen incluidas.",2025-08-03 02:09:37.153,2026-01-05 22:41:29.295,734,1
